"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"测试批量搜索果品功能","6516","批量搜索果品","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量搜索果树功能","7932","批量搜索果树","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量新增果品功能","10645","批量新增果品","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"Bug测试1：故意断言错误的页面标题","4384","Bug_Title_Err: 页面标题校验","test_cases.web","2026-01-13","failed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量新增果树功能","15993","批量新增果树","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量新增果树功能","16553","批量新增果树","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量搜索果品功能","6009","批量搜索果品","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量搜索果树功能","8849","批量搜索果树","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量新增果品功能","11236","批量新增果品","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量新增果树功能","14994","批量新增果树","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量搜索果品功能","6741","批量搜索果品","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量搜索果树功能","11286","批量搜索果树","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量搜索果品功能","5929","批量搜索果品","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量新增果树功能","15268","批量新增果树","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量搜索果品功能","6427","批量搜索果品","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量搜索果品功能","7058","批量搜索果品","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量搜索果品功能","5460","批量搜索果品","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量新增果品功能","11227","批量新增果品","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量新增果品功能","10278","批量新增果品","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量搜索果树功能","9101","批量搜索果树","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量新增果品功能","11011","批量新增果品","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量搜索果树功能","9550","批量搜索果树","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量搜索果树功能","9090","批量搜索果树","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"Bug测试4：重置后，断言输入框里还有干扰文字","9446","Bug_Reset_Bad: 重置功能校验","test_cases.web","2026-01-13","failed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量新增果品功能","11040","批量新增果品","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量新增果品功能","11618","批量新增果品","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量新增果树功能","14631","批量新增果树","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量新增果树功能","14877","批量新增果树","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
"测试批量新增果树功能","15093","批量新增果树","test_cases.web","2026-01-13","passed","2026-01-13","TestWebManager","test_web_manager","",""
